Name of Organization,Program,Address,Borough,Postcode,Served By,Event Date,Citywide Outreach,Age,Head Start PreK,Hospital Health Care,Seniors,Community Site,Hands On,Special Needs,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020),the_geom,Site_Serve,Event_Date,Activity,LONG,LAT,X,Y,opportunity_id,content_id,vol_requests,event_time,title,hits,summary,is_priority,category_id,category_desc,amsl,amsl_unit,org_title,org_content_id,addresses_count,locality,region,primary_loc,display_url,recurrence_type,hours,created_date,last_modified_date,start_date_date,end_date_date,status,Community Council ,Census Tract,NTA
Brownsville Wellness Center,Child Passenger Safety,259 Bristol Street,BK,11212,Citywide Outreach,12/21/2022,Safety Shower,Adults,No,No,No,No,Yes,,40.664827,-73.911415,316.0,41.0,3081765.0,3035590011.0,924.0,BK1602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVAP,Outreach,55 Water Street,MN,10038,Citywide Outreach,12/21/2022,DVAP,Adults,No,No,No,No,No,,40.703608,-74.009691,101.0,1.0,1083346.0,1000327501.0,9.0,MN0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVAP Staten Island Borough Hall,Outreach,10 Richmond Terrace,SI,10301,Citywide Outreach,12/21/2022,DVAP,Adults,No,No,No,No,No,,40.642367,-74.075274,501.0,49.0,5000063.0,5000070001.0,3.0,SI0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelham Gardens Middle School,Theater,2545 Gunther Ave,BX,10469,Citywide Outreach,12/21/2022,FLT Teen Performance,Grade 7,No,No,No,No,No,,40.863735,-73.83607,211.0,13.0,2053518.0,2044930001.0,310.0,BX1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 312,Outreach,109-20 Union Hall St Jamaica,QN,11433,Citywide Outreach,12/21/2022,"Safety Smarts
Safety Smarts","Grade K
Grade 1",No,No,No,No,No,,40.694125,-73.790675,412.0,28.0,4263341.0,4121510001.0,260.0,QN1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagle Adult Day Care,Outreach,35-41 156 Street,QN,11354,Citywide Outreach,12/22/2022,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.765087,-73.808985,407.0,19.0,4119280.0,4052720013.0,1171.0,QN0704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hs For Law Enforcement And Public Safety,Theater,116-25 Guy R Brewer Blvd,QN,11434,Citywide Outreach,12/22/2022,FLT Teen Performance,Grade 11,No,No,No,No,No,,40.686208,-73.784144,412.0,28.0,4464077.0,4123350049.0,278.0,QN1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 54 The Hillside School,Outreach,86-02 127th St,QN,11418,Citywide Outreach,12/22/2022,"My Safety Toolbox
Cross this way","Grade 3
Grade 4",No,No,No,Yes,No,,40.70292,-73.824221,409.0,29.0,4193916.0,4092800001.0,14201.0,QN0902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNAP senior center-2,Outreach,133-33 Brookville Blvd,QN,11422,Citywide Outreach,12/22/2022,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.674396,-73.732749,413.0,31.0,4279577.0,4129800001.0,61602.0,QN1307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 129 Patricia Larkin,Outreach,128-02 7Th Ave,QN,11356,Citywide Outreach,12/23/2022,"Word on the Street
Word on the Street","Grade 4
Grade 5",No,No,No,No,No,,40.790638,-73.839771,407.0,19.0,4096774.0,4039760001.0,945.0,QN0701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theatre Arts Production Company HS,Theater,2225 Webster Avenue,BX,10467,Citywide Outreach,12/23/2022,FLT Teen Performance,Grade 11,No,No,No,No,No,,40.854515,-73.896703,205.0,15.0,2013307.0,2031430043.0,379.0,BX0502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theatre Arts Production Company School,Theater,2225 Webster Ave,BX,10457,Citywide Outreach,12/23/2022,FLT Teen Performance,Grade 8,No,No,No,No,No,,40.854515,-73.896703,205.0,15.0,2013307.0,2031430043.0,379.0,BX0502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middletown Senior Center,Outreach,3035 Middletown Road,BX,10461,Citywide Outreach,12/27/2022,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.844355,-73.828806,210.0,13.0,2046141.0,2041710024.0,26602.0,BX1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramesh Dharan,Child Passenger Safety,32 Willow Place,BX,11201,Citywide Outreach,12/27/2022,Car Seat Check,Adults,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virtual Car Seat Check: Jeana Zachrioudakis,Child Passenger Safety,2100 Eastchester Road,BX,10461,Citywide Outreach,12/27/2022,Car Seat Check,Adults,No,No,No,No,No,,40.856047,-73.843922,211.0,13.0,2047065.0,2042210001.0,296.0,BX1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latimer Gardens Senior Center,Outreach,34-30 137 Street,QN,11354,Citywide Outreach,12/28/2022,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.766044,-73.829935,407.0,20.0,4443410.0,4049510008.0,88902.0,QN0707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocio Santos- Carrillo,Child Passenger Safety,3850 Sedgwick Avenue,BX,10463,Citywide Outreach,12/28/2022,Car Seat Check,Adults,No,No,No,No,Yes,,40.882693,-73.895039,208.0,11.0,2015229.0,2032460056.0,409.0,BX0702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 7Q,Outreach,"76-05 51st Ave, Queens, NY 11373",QN,11373,Citywide Outreach,12/29/2022,"Word on the Street
Word on the Street","Grade 4
Grade 5",No,No,No,Yes,No,,40.73679,-73.887438,404.0,30.0,4056455.0,4024510021.0,479.0,QN0401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 7Q  51st Academy,Outreach,76-05 51st Avenue,QN,11373,Citywide Outreach,12/30/2022,"Word on the Street
Word on the Street","Grade 4
Grade 5",No,No,No,Yes,No,,40.73679,-73.887438,404.0,30.0,4056455.0,4024510021.0,479.0,QN0401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOH/Family Wellness,Child Passenger Safety,158 East 115th Street,MN,10029,Citywide Outreach,01/03/2023,Safety Shower,Adults,No,Yes,No,Yes,Yes,,40.797755,-73.941699,111.0,8.0,1052229.0,1016400147.0,182.0,MN1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Young Womens Leadership School,Outreach,23-15 Newtown Ave,QN,11105,Citywide Outreach,01/03/2023,Take Action Against Distraction,Grade 7,No,No,No,No,No,,40.771215,-73.924591,401.0,22.0,4440035.0,4005420008.0,69.0,QN0103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brownsville Wellness Center,Child Passenger Safety,259 Bristol Street,BK,11212,Citywide Outreach,01/04/2023,Safety Shower,Adults,No,No,No,Yes,No,,40.664827,-73.911415,316.0,41.0,3081765.0,3035590011.0,924.0,BK1602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVAP,Outreach,55 Water Street,MN,10038,Citywide Outreach,01/04/2023,DVAP,Adults,No,No,No,Yes,No,,40.703608,-74.009691,101.0,1.0,1083346.0,1000327501.0,9.0,MN0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York City Academy For Discovery,Outreach,95-16 89Th Ave,QN,11421,Citywide Outreach,01/04/2023,"Word on the Street
Cross this way","Grade 4
Grade 5",No,No,No,No,No,,40.691765,-73.849006,409.0,32.0,4538070.0,4089750100.0,20.0,QN0905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 340,Outreach,25 W 195Th St,BX,10468,Citywide Outreach,01/04/2023,Word on the Street,Grade 4,No,No,No,No,No,,40.869007,-73.89749,207.0,11.0,2101862.0,2032470015.0,409.0,BX0702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is 24 Myra S Barnes,Outreach,225 Cleveland Ave,SI,10308,Citywide Outreach,01/05/2023,Stop-Think-Act,Grade 7,No,No,No,No,No,Inclusion,40.545281,-74.14632,503.0,51.0,5065854.0,5051530108.0,13203.0,SI0302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 340,Outreach,25 W 195Th St,BX,10468,Citywide Outreach,01/05/2023,Word on the Street,Grade 5,No,No,No,No,No,,40.869007,-73.89749,207.0,11.0,2101862.0,2032470015.0,409.0,BX0702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 54 The Hillside School,Outreach,86-02 127th St,QN,11418,Citywide Outreach,01/05/2023,"Safety Smarts
My Safety Toolbox","Grade K
Grade 2",No,No,No,Yes,No,,40.70292,-73.824221,409.0,29.0,4193916.0,4092800001.0,14201.0,QN0902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is 24 Myra S Barnes,Outreach,225 Cleveland Ave,SI,10308,Citywide Outreach,01/06/2023,Stop-Think-Act,Grade 7,No,No,No,No,No,Self contained,40.545281,-74.14632,503.0,51.0,5065854.0,5051530108.0,13203.0,SI0302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS 332 University Neighborhood,Theater,220 Henry Street,MN,10002,Citywide Outreach,01/06/2023,FLT Teen Performance,Grade 7,No,No,No,No,No,,40.713684,-73.986336,103.0,1.0,1003223.0,1002690041.0,201.0,MN0301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYCDOH/Family Wellness/Bronx,Child Passenger Safety,1826 Arthur Avenue,BX,10457,,01/06/2023,Safety Shower,Adults,No,Yes,No,No,No,,40.844083,-73.894482,206.0,15.0,2009891.0,2029450018.0,36901.0,BX0602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 8 Issac Varian,Outreach,3010 Briggs Ave,BX,10458,Citywide Outreach,01/06/2023,"Word on the Street
Safety Smarts","Grade 5
Grade 3",No,No,No,No,No,,40.872612,-73.883574,207.0,11.0,2094734.0,2032990060.0,415.0,BX0702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virtual Car Seat,Child Passenger Safety,2816 34th St,QN,11103,Citywide Outreach,01/06/2023,Car Seat Check,Adults,No,No,No,No,Yes,,40.767107,-73.91791,401.0,22.0,4009146.0,4006270025.0,6501.0,QN0103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVAP,Outreach,55 Water Street,MN,10038,Citywide Outreach,01/09/2023,DVAP,Adults,No,No,No,No,No,,40.703608,-74.009691,101.0,1.0,1083346.0,1000327501.0,9.0,MN0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is 24 Myra S Barnes,Outreach,225 Cleveland Ave,SI,10308,Citywide Outreach,01/09/2023,Stop-Think-Act,Grade 7,No,No,No,No,No,Inclusion,40.545281,-74.14632,503.0,51.0,5065854.0,5051530108.0,13203.0,SI0302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYC Care Social Adult Center,Outreach,187-40 Linden Blvd,QN,11423,Citywide Outreach,01/09/2023,Seniors - Streetwise,Older Adults,No,No,No,No,No,,40.691869,-73.764084,412.0,27.0,,,366.0,QN1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospect Hill Senior Center,Outreach,283 Prospect Avenue,BK,11215,Citywide Outreach,01/09/2023,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.663323,-73.989165,307.0,39.0,3337801.0,3010530073.0,14102.0,BK0701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virtual car seat check - Yana Gorbunov,Child Passenger Safety,2915 West 5th street,BK,11224,Citywide Outreach,01/09/2023,Car Seat Check,Adults,No,No,No,No,Yes,,40.578874,-73.972115,313.0,48.0,3196586.0,3072740060.0,35602.0,BK1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOH Family Wellness Suite,Outreach,1826 Arthur Avenue,BX,10457,Citywide Outreach,01/10/2023,Parent Workshop,Adults,No,No,No,No,No,,40.844083,-73.894482,206.0,15.0,2009891.0,2029450018.0,36901.0,BX0602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOH Family Wellness Suite--2,Outreach,1826 Arthur Avenue,BX,10457,Citywide Outreach,01/10/2023,Parent Workshop,Adults,No,No,No,No,No,,40.844083,-73.894482,206.0,15.0,2009891.0,2029450018.0,36901.0,BX0602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Harlem Senior Center,Outreach,150 East 121 Street,MN,10035,Citywide Outreach,01/10/2023,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.801704,-73.939037,111.0,8.0,1054378.0,1017690021.0,196.0,MN1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is 24 Myra S Barnes,Outreach,225 Cleveland Ave,SI,10308,Citywide Outreach,01/10/2023,Stop-Think-Act,Grade 7,No,No,No,No,No,Self contained,40.545281,-74.14632,503.0,51.0,5065854.0,5051530108.0,13203.0,SI0302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYS CPS Advisory Board,Child Passenger Safety,6 Empire State Plaza,MN,12228,Citywide Outreach,01/10/2023,Other Event,Adults,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelham Gardens Middle School,Outreach,2545 Gunther Ave,BX,10469,Citywide Outreach,01/10/2023,"Word on the Street
Stop-Think-Act","Grade 6
Grade 8",No,No,No,No,No,,40.863735,-73.83607,211.0,13.0,2053518.0,2044930001.0,310.0,BX1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelham Gardens Middle School,Outreach,2545 Gunther Ave,BX,10469,Citywide Outreach,01/10/2023,"Word on the Street
Word on the Street
Word on the Street
Word on the Street","Grade 6
Grade 6
Grade 6
Grade 6",No,No,No,No,No,,40.863735,-73.83607,211.0,13.0,2053518.0,2044930001.0,310.0,BX1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 130Q,Outreach,200-01 42 Avenue,QN,11361,Citywide Outreach,01/10/2023,"Cross this way
Word on the Street","Grade 5
Grade 4",No,No,No,No,No,,40.759517,-73.784029,411.0,19.0,4137034.0,4062030001.0,1463.0,QN1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 202 The Magnet School of Journalism & Multimedia Studies,Outreach,982 Hegeman Ave,BK,11208,Citywide Outreach,01/10/2023,"Word on the Street
Word on the Street
Word on the Street
Word on the Street","Grade 3
Grade 4
Grade 4
Grade 5",No,No,No,No,No,,40.666417,-73.876563,305.0,42.0,3098664.0,3044770001.0,1116.0,BK0503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 209 Clearview Gardens,Outreach,16-10 Utopia Parkway,QN,11357,Citywide Outreach,01/10/2023,Parent Workshop,Adults,No,No,No,No,No,,40.783608,-73.794654,407.0,19.0,4128717.0,4057340001.0,1017.0,QN0703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. John's University,DWI,80-00 Utopia Pkwy,QN,11432,Citywide Outreach,01/10/2023,Stadium Events,"College
Adults",No,No,No,Yes,No,,40.722189,-73.790334,408.0,24.0,4462481.0,4070210001.0,1267.0,QN0802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVAP,Outreach,55 Water Street,MN,10038,Citywide Outreach,01/11/2023,"DVAP
DVAP","Adults
Adults",No,No,No,No,No,,40.703608,-74.009691,101.0,1.0,1083346.0,1000327501.0,9.0,MN0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVAP Virtual Course Chinese,Outreach,,QN,,Citywide Outreach,01/11/2023,DVAP,Adults,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS 126 James Ericson Middle School,Theater,424 Leonard Street,BK,11222,Citywide Outreach,01/11/2023,FLT Teen Performance,Grade 8,No,No,No,No,No,,40.719819,-73.948625,301.0,33.0,3067788.0,3027120001.0,499.0,BK0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 14 Fairview,Outreach,107-01 Otis Ave,QN,11368,Citywide Outreach,01/11/2023,My Safety Toolbox,Grade 3,No,No,No,Yes,No,,40.74056,-73.854131,404.0,21.0,4437311.0,4019540037.0,439.0,QN0402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAICES Corona Neighborhood Senior Center,Outreach,107-24 Corona Avenue,QN,11368,Citywide Outreach,01/11/2023,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.743551,-73.855705,404.0,21.0,4431694.0,4019420053.0,439.0,QN0402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virtual car seat check - PRAGATI NIJHON,Child Passenger Safety,70 LITTLE WEST STREET,MN,10004,Citywide Outreach,01/11/2023,Car Seat Check,Adults,No,No,No,No,No,,40.70706,-74.016519,101.0,1.0,1087842.0,1000167517.0,31704.0,MN0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virtual car seat check - PRAGATI NIJHON,Child Passenger Safety,70 LITTLE WEST STREET,MN,10004,Citywide Outreach,01/11/2023,Car Seat Check,,No,No,No,No,Yes,,40.70706,-74.016519,101.0,1.0,1087842.0,1000167517.0,31704.0,MN0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breevort Senior Center,Outreach,280 Ralph Avenue,BK,11233,Citywide Outreach,01/12/2023,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.679794,-73.922153,303.0,41.0,3325173.0,3016880001.0,381.0,BK0302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooklyn Technical High School,Theater,29 Ft Greene Pl,BK,11217,Citywide Outreach,01/12/2023,FLT Teen Performance,Grade 11,No,No,No,No,No,,40.688834,-73.976905,302.0,35.0,3058752.0,3020980013.0,33.0,BK0203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is 230,Outreach,73-10 34Th Ave,QN,11372,Citywide Outreach,01/12/2023,Word on the Street,Grade 6,No,No,No,No,No,Self contained,40.752866,-73.893193,403.0,25.0,4028931.0,4012600001.0,289.0,QN0301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nan Shan Senior Center,Outreach,133-14 41 Avenue,QN,11355,Citywide Outreach,01/12/2023,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.756979,-73.832178,407.0,20.0,4617434.0,4050410005.0,84902.0,QN0707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelham Gardens Middle School,Outreach,2545 Gunther Ave,BX,10469,Citywide Outreach,01/12/2023,"Stop-Think-Act
Stop-Think-Act
Stop-Think-Act","Grade 7
Grade 7
Grade 7",No,No,No,No,No,,40.863735,-73.83607,211.0,13.0,2053518.0,2044930001.0,310.0,BX1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 14 Fairview,Outreach,107-01 Otis Ave,QN,11368,Citywide Outreach,01/12/2023,"My Safety Toolbox
Word on the Street","Grade 3
Grade 4",No,No,No,Yes,No,,40.74056,-73.854131,404.0,21.0,4437311.0,4019540037.0,439.0,QN0402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 213 New Lots,Outreach,580 Hegeman Ave,BK,11207,Citywide Outreach,01/12/2023,"My Safety Toolbox
Word on the Street
Word on the Street
Other","Grade 3
Grade 4
Grade 5
Adults",No,No,No,No,No,,40.66051,-73.890288,305.0,42.0,3097334.0,3043240001.0,1104.0,BK0503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Institute For Health Professionals At Cambria Heights,Theater,207-01 116Th Ave,QN,11411,Citywide Outreach,01/13/2023,FLT Teen Performance,Grade 10,No,No,No,No,No,,40.697819,-73.745728,413.0,27.0,4238003.0,4110490001.0,53401.0,QN1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is 230,Outreach,73-10 34Th Ave,QN,11372,Citywide Outreach,01/13/2023,Word on the Street,Grade 6,No,No,No,No,No,,40.752866,-73.893193,403.0,25.0,4028931.0,4012600001.0,289.0,QN0301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Manhattan Improvement Corporation,Outreach,45 Wadsworth,MN,10033,Citywide Outreach,01/13/2023,Vision Hero,Adults,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelham Gardens Middle School,Outreach,2545 Gunther Ave,BX,10469,Citywide Outreach,01/13/2023,"Stop-Think-Act
Stop-Think-Act
Stop-Think-Act
Stop-Think-Act","Grade 8
Grade 8
Grade 8
Grade 8",No,No,No,No,No,,40.863735,-73.83607,211.0,13.0,2053518.0,2044930001.0,310.0,BX1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 14 Fairview,Outreach,107-01 Otis Ave,QN,11368,Citywide Outreach,01/13/2023,Stop-Think-Act,Grade 5,No,No,No,Yes,No,,40.74056,-73.854131,404.0,21.0,4437311.0,4019540037.0,439.0,QN0402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 202 The Magnet School of Journalism & Multimedia Studies,Material Distribution,982 Hegeman Ave,BK,11208,Citywide Outreach,01/13/2023,"School
School
School
School
School","Grade K
Grade 1
Grade 2
Grade 3
Adults",No,No,No,Yes,No,,40.666417,-73.876563,305.0,42.0,3098664.0,3044770001.0,1116.0,BK0503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Therece Cervini Early Childhood,Outreach,35-33 104th Street,QN,11368,Citywide Outreach,01/13/2023,Parent Workshop,Adults,Yes,No,No,No,No,,40.75468,-73.864138,403.0,21.0,4437217.0,4017460027.0,379.0,QN0303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Throggs Neck Senior Center,Outreach,2705 Schley Avenue,BX,10465,Citywide Outreach,01/13/2023,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.821662,-73.827061,210.0,13.0,2080423.0,2055680050.0,144.0,BX1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOH Family Wellness Suite- 3,Outreach,1826 Arthur Avenue,BX,10457,Citywide Outreach,01/17/2023,Parent Workshop,Adults,No,No,No,No,No,,40.844083,-73.894482,206.0,15.0,2009891.0,2029450018.0,36901.0,BX0602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOH/Family Wellness,Child Passenger Safety,158 East 115th Street,MN,10029,Citywide Outreach,01/17/2023,Safety Shower,Adults,No,Yes,No,Yes,Yes,,40.797755,-73.941699,111.0,8.0,1052229.0,1016400147.0,182.0,MN1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Lewis High School,Theater,58-20 Utopia Pky,QN,11365,Citywide Outreach,01/17/2023,FLT Teen Performance,Grade 11,No,No,No,No,No,,40.740724,-73.79283,411.0,20.0,4148763.0,4068820001.0,1417.0,QN1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hannah Shields -,Child Passenger Safety,59 Maiden Lane,MN,10038,Citywide Outreach,01/17/2023,Car Seat Check,Adults,No,No,No,No,No,,40.708266,-74.008231,101.0,1.0,1079043.0,1000670001.0,1502.0,MN0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hannah Shields -3,Child Passenger Safety,59 Maiden Lane,MN,10038,Citywide Outreach,01/17/2023,Car Seat Check,Adults,No,No,No,No,No,,40.708266,-74.008231,101.0,1.0,1079043.0,1000670001.0,1502.0,MN0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hannah Shields -4,Child Passenger Safety,59 Maiden Lane,MN,10038,Citywide Outreach,01/17/2023,Car Seat Check,Adults,No,No,No,No,No,,40.708266,-74.008231,101.0,1.0,1079043.0,1000670001.0,1502.0,MN0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hannah Shields -5,Child Passenger Safety,59 Maiden Lane,MN,10038,Citywide Outreach,01/17/2023,Car Seat Check,Adults,No,No,No,No,No,,40.708266,-74.008231,101.0,1.0,1079043.0,1000670001.0,1502.0,MN0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hannah Shields-2,Child Passenger Safety,59 Maiden Lane,MN,10038,Citywide Outreach,01/17/2023,Car Seat Check,Adults,No,No,No,No,No,,40.708266,-74.008231,101.0,1.0,1079043.0,1000670001.0,1502.0,MN0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 118 Lorraine Hansberry,Outreach,190-20 109Th Rd,QN,11412,Citywide Outreach,01/17/2023,Safety Smarts,Grade 1,No,No,No,Yes,No,,40.703585,-73.765838,412.0,27.0,4233850.0,4109260050.0,504.0,QN1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 223 Lyndon B Johnson,Outreach,125-20 Sutphin Blvd,QN,11436,Citywide Outreach,01/17/2023,Parent Workshop,Adults,No,No,No,No,No,,40.674541,-73.789417,412.0,28.0,4261713.0,4120510001.0,18401.0,QN1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravenswood Older Adult Center,Outreach,34-35A 12th Street,QN,11106,Citywide Outreach,01/17/2023,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVAP,Outreach,55 Water Street,MN,10038,Citywide Outreach,01/18/2023,DVAP,Adults,No,No,No,Yes,No,,40.703608,-74.009691,101.0,1.0,1083346.0,1000327501.0,9.0,MN0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVAP,Outreach,55 Water Street,MN,10041,Citywide Outreach,01/18/2023,DVAP,Adults,No,No,No,Yes,No,,40.703608,-74.009691,101.0,1.0,1083346.0,1000327501.0,9.0,MN0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ezra Jack Keats Pre-K Centers,Outreach,132-10 Jamaica Avenue,QN,11418,Citywide Outreach,01/18/2023,Parent Workshop,Adults,Yes,No,No,No,No,,40.702156,-73.820209,409.0,29.0,4196343.0,4093400104.0,14202.0,QN0902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is 230,Outreach,73-10 34Th Ave,QN,11372,Citywide Outreach,01/18/2023,Word on the Street,Grade 6,No,No,No,No,No,,40.752866,-73.893193,403.0,25.0,4028931.0,4012600001.0,289.0,QN0301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
